#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AXIN1	PPP2R5A	9606.ENSP00000262320	9606.ENSP00000261461	0	0	0	0	0.067	0.606	0.500	0.290	0.852
AXIN1	PRKACA	9606.ENSP00000262320	9606.ENSP00000309591	0	0	0	0	0.060	0	0	0.390	0.402
AXIN1	FOXO3	9606.ENSP00000262320	9606.ENSP00000339527	0	0	0	0	0.060	0	0	0.402	0.414
AXIN1	PRICKLE2	9606.ENSP00000262320	9606.ENSP00000492363	0	0	0	0	0.066	0.049	0	0.397	0.418
AXIN1	MET	9606.ENSP00000262320	9606.ENSP00000317272	0	0	0	0	0.051	0.127	0	0.368	0.430
AXIN1	TGFBR2	9606.ENSP00000262320	9606.ENSP00000351905	0	0	0	0	0.051	0.127	0	0.372	0.434
AXIN1	CALD1	9606.ENSP00000262320	9606.ENSP00000354826	0	0	0	0	0	0.134	0	0.384	0.444
AXIN1	CTBP1	9606.ENSP00000262320	9606.ENSP00000290921	0	0	0	0	0.103	0	0	0.408	0.446
AXIN1	CREBBP	9606.ENSP00000262320	9606.ENSP00000262367	0	0	0	0	0.067	0	0	0.446	0.461
AXIN1	TBL1X	9606.ENSP00000262320	9606.ENSP00000495556	0	0	0	0	0.060	0.046	0	0.478	0.491
AXIN1	FZD6	9606.ENSP00000262320	9606.ENSP00000351605	0	0	0	0	0.053	0	0	0.494	0.501
AXIN1	CTNND1	9606.ENSP00000262320	9606.ENSP00000382004	0	0	0	0	0	0.051	0	0.542	0.547
AXIN1	FZD8	9606.ENSP00000262320	9606.ENSP00000363826	0	0	0	0	0.053	0	0	0.551	0.556
AXIN1	CREB1	9606.ENSP00000262320	9606.ENSP00000387699	0	0	0	0	0.049	0	0	0.562	0.565
AXIN1	FRAT2	9606.ENSP00000262320	9606.ENSP00000360058	0	0	0	0	0.080	0	0.400	0.298	0.578
AXIN1	MAPK3	9606.ENSP00000262320	9606.ENSP00000263025	0	0	0	0	0.155	0.363	0	0.380	0.637
AXIN1	RHOA	9606.ENSP00000262320	9606.ENSP00000400175	0	0	0	0	0	0	0	0.661	0.661
AXIN1	WIF1	9606.ENSP00000262320	9606.ENSP00000286574	0	0	0	0	0	0	0	0.680	0.680
AXIN1	WNT5A	9606.ENSP00000262320	9606.ENSP00000264634	0	0	0	0	0.053	0.092	0	0.690	0.710
AXIN1	FZD7	9606.ENSP00000262320	9606.ENSP00000286201	0	0	0	0	0.053	0	0	0.722	0.725
AXIN1	WNT2	9606.ENSP00000262320	9606.ENSP00000265441	0	0	0	0	0.053	0.092	0.360	0.581	0.738
AXIN1	DKK1	9606.ENSP00000262320	9606.ENSP00000363081	0	0	0	0	0	0	0	0.831	0.831
AXIN1	PPP2CA	9606.ENSP00000262320	9606.ENSP00000418447	0	0	0	0	0.063	0.746	0.500	0.276	0.902
BCR	FLT3	9606.ENSP00000303507	9606.ENSP00000241453	0	0	0	0	0	0	0	0.418	0.418
BCR	RARA	9606.ENSP00000303507	9606.ENSP00000254066	0	0	0	0	0.050	0	0	0.759	0.761
BCR	CBL	9606.ENSP00000303507	9606.ENSP00000264033	0	0	0	0	0.067	0.683	0.900	0.142	0.971
BCR	IQGAP1	9606.ENSP00000303507	9606.ENSP00000268182	0	0	0	0	0.047	0	0.400	0.050	0.409
BCR	CRK	9606.ENSP00000303507	9606.ENSP00000300574	0	0	0	0	0.049	0.395	0.900	0.158	0.945
BCR	FGF17	9606.ENSP00000303507	9606.ENSP00000352414	0	0	0	0	0	0	0.400	0	0.400
BCR	MYH11	9606.ENSP00000303507	9606.ENSP00000379616	0	0	0	0	0.042	0.246	0	0.318	0.465
BCR	ROCK1	9606.ENSP00000303507	9606.ENSP00000382697	0	0	0	0	0.042	0.051	0.400	0.141	0.468
BCR	HCK	9606.ENSP00000303507	9606.ENSP00000365012	0	0	0	0	0.044	0.515	0	0.176	0.584
BCR	RAC1	9606.ENSP00000303507	9606.ENSP00000348461	0	0	0	0	0.062	0.427	0.400	0.175	0.699
BCR	CDC42	9606.ENSP00000303507	9606.ENSP00000497733	0	0	0	0	0.055	0.362	0.400	0.307	0.716
BCR	RHOA	9606.ENSP00000303507	9606.ENSP00000400175	0	0	0	0	0.042	0.433	0.400	0.237	0.718
BCR	GAB2	9606.ENSP00000303507	9606.ENSP00000354952	0	0	0	0	0.049	0.292	0.500	0.313	0.737
BCR	PIK3R1	9606.ENSP00000303507	9606.ENSP00000428056	0	0	0	0.553	0.049	0.480	0.500	0.088	0.744
BCR	SHC3	9606.ENSP00000303507	9606.ENSP00000364995	0	0	0	0	0	0	0.900	0.054	0.901
BCR	STAT5A	9606.ENSP00000303507	9606.ENSP00000341208	0	0	0	0	0	0	0.900	0.273	0.924
BDKRB1	MAPK3	9606.ENSP00000216629	9606.ENSP00000263025	0	0	0	0	0	0	0	0.509	0.509
BIRC3	CD14	9606.ENSP00000263464	9606.ENSP00000385519	0	0	0	0	0.056	0	0.400	0	0.409
BIRC3	ZAP70	9606.ENSP00000263464	9606.ENSP00000264972	0	0	0	0	0.081	0.092	0	0.366	0.425
BIRC3	CDK2	9606.ENSP00000263464	9606.ENSP00000266970	0	0	0	0	0.208	0.069	0	0.296	0.436
BIRC3	RELA	9606.ENSP00000263464	9606.ENSP00000384273	0	0	0	0	0.049	0.636	0	0.695	0.885
BIRC3	IKBKG	9606.ENSP00000263464	9606.ENSP00000483825	0	0	0	0	0	0.453	0.500	0.787	0.936
BTC	CBL	9606.ENSP00000379092	9606.ENSP00000264033	0	0	0	0	0	0	0.500	0.311	0.640
BTC	FGF7	9606.ENSP00000379092	9606.ENSP00000267843	0	0	0	0	0.059	0	0	0.415	0.426
BTC	NRG1	9606.ENSP00000379092	9606.ENSP00000287842	0	0	0	0	0	0	0.400	0.854	0.909
BTC	NRG4	9606.ENSP00000379092	9606.ENSP00000378367	0	0	0	0	0.047	0	0.400	0.643	0.778
BTC	PIK3R1	9606.ENSP00000379092	9606.ENSP00000428056	0	0	0	0	0.047	0	0.400	0	0.403
BTC	PTPN11	9606.ENSP00000379092	9606.ENSP00000489597	0	0	0	0	0	0	0.400	0.137	0.460
BTC	RHOA	9606.ENSP00000379092	9606.ENSP00000400175	0	0	0	0	0	0	0.500	0.094	0.527
BTC	CDC42	9606.ENSP00000379092	9606.ENSP00000497733	0	0	0	0	0	0	0.500	0.118	0.540
CALD1	ITGB4	9606.ENSP00000354826	9606.ENSP00000200181	0	0	0	0	0.438	0	0	0.104	0.474
CALD1	MYH9	9606.ENSP00000354826	9606.ENSP00000216181	0	0	0	0	0.269	0.188	0	0.552	0.711
CALD1	MAPK3	9606.ENSP00000354826	9606.ENSP00000263025	0	0	0	0	0.042	0.096	0.900	0.249	0.926
CALD1	SCIN	9606.ENSP00000354826	9606.ENSP00000297029	0	0	0	0	0.045	0.071	0	0.607	0.620
CALD1	CFL2	9606.ENSP00000354826	9606.ENSP00000298159	0	0	0	0	0.075	0	0	0.544	0.560
CALD1	FN1	9606.ENSP00000354826	9606.ENSP00000346839	0	0	0	0	0.214	0.049	0	0.348	0.470
CALD1	PPP1R12A	9606.ENSP00000354826	9606.ENSP00000389168	0	0	0	0	0.072	0.222	0	0.325	0.470
CALD1	CFL1	9606.ENSP00000354826	9606.ENSP00000432660	0	0	0	0	0.042	0	0	0.540	0.540
CALD1	FLNA	9606.ENSP00000354826	9606.ENSP00000358866	0	0	0	0	0.155	0.199	0	0.447	0.593
CALD1	SORBS1	9606.ENSP00000354826	9606.ENSP00000360293	0	0	0	0	0.131	0	0.500	0.178	0.611
CALD1	MYL12B	9606.ENSP00000354826	9606.ENSP00000463559	0	0	0	0	0.163	0.125	0.500	0.300	0.709
CALD1	MYH11	9606.ENSP00000354826	9606.ENSP00000379616	0	0	0	0	0.159	0.100	0.800	0.686	0.946
CAPN2	ITGB1	9606.ENSP00000295006	9606.ENSP00000379350	0	0	0	0	0.248	0.057	0	0.221	0.400
CAPN2	FLNA	9606.ENSP00000295006	9606.ENSP00000358866	0	0	0	0	0.093	0	0	0.372	0.407
CBL	MYH9	9606.ENSP00000264033	9606.ENSP00000216181	0	0	0	0	0.104	0.404	0	0.118	0.488
CBL	HGF	9606.ENSP00000264033	9606.ENSP00000222390	0	0	0	0	0	0	0.500	0.370	0.671
CBL	MAPK14	9606.ENSP00000264033	9606.ENSP00000229795	0	0	0	0	0.074	0.510	0	0.210	0.610
CBL	FLT3	9606.ENSP00000264033	9606.ENSP00000241453	0	0	0	0	0	0.332	0.500	0.594	0.852
CBL	MAPK3	9606.ENSP00000264033	9606.ENSP00000263025	0	0	0	0	0.049	0	0	0.452	0.456
CBL	PTPRC	9606.ENSP00000264033	9606.ENSP00000411355	0	0	0	0	0.048	0.187	0	0.293	0.405
CBL	PRKACA	9606.ENSP00000264033	9606.ENSP00000309591	0	0	0	0	0.049	0	0	0.438	0.442
CBL	IQGAP1	9606.ENSP00000264033	9606.ENSP00000268182	0	0	0	0	0.245	0.188	0	0.180	0.453
CBL	IKBKG	9606.ENSP00000264033	9606.ENSP00000483825	0	0	0	0	0.054	0	0	0.530	0.536
CBL	PPP2CA	9606.ENSP00000264033	9606.ENSP00000418447	0	0	0	0	0.058	0	0.500	0.097	0.537
CBL	FGF17	9606.ENSP00000264033	9606.ENSP00000352414	0	0	0	0	0	0	0.500	0.224	0.595
CBL	FGF7	9606.ENSP00000264033	9606.ENSP00000267843	0	0	0	0	0	0	0.500	0.261	0.614
CBL	FLT1	9606.ENSP00000264033	9606.ENSP00000282397	0	0	0	0	0	0.633	0	0.186	0.689
CBL	GAB2	9606.ENSP00000264033	9606.ENSP00000354952	0	0	0	0	0.060	0	0.500	0.500	0.744
CBL	STAT5A	9606.ENSP00000264033	9606.ENSP00000341208	0	0	0	0	0.049	0.613	0	0.388	0.755
CBL	FGFR2	9606.ENSP00000264033	9606.ENSP00000410294	0	0	0	0	0	0.318	0.650	0.272	0.811
CBL	CDC42	9606.ENSP00000264033	9606.ENSP00000497733	0	0	0	0	0.044	0.512	0.500	0.669	0.912
CBL	HCK	9606.ENSP00000264033	9606.ENSP00000365012	0	0	0	0	0.060	0.659	0.500	0.615	0.930
CBL	FN1	9606.ENSP00000264033	9606.ENSP00000346839	0	0	0	0	0	0.900	0	0.472	0.944
CBL	PTPN11	9606.ENSP00000264033	9606.ENSP00000489597	0	0	0	0	0.067	0.644	0.500	0.741	0.951
CBL	NCK1	9606.ENSP00000264033	9606.ENSP00000417273	0	0	0	0	0.047	0.864	0	0.705	0.958
CBL	TGFBR2	9606.ENSP00000264033	9606.ENSP00000351905	0	0	0	0	0.056	0.555	0.900	0.174	0.960
CBL	LYN	9606.ENSP00000264033	9606.ENSP00000428924	0	0	0	0	0.063	0.852	0.500	0.847	0.987
CBL	SORBS1	9606.ENSP00000264033	9606.ENSP00000360293	0	0	0	0	0	0.687	0.540	0.930	0.989
CBL	VAV1	9606.ENSP00000264033	9606.ENSP00000472929	0	0	0	0	0.055	0.833	0.900	0.876	0.997
CBL	MET	9606.ENSP00000264033	9606.ENSP00000317272	0	0	0	0	0.043	0.941	0.900	0.873	0.999
CBL	ZAP70	9606.ENSP00000264033	9606.ENSP00000264972	0	0	0	0	0	0.988	0	0.975	0.999
CBL	CRK	9606.ENSP00000264033	9606.ENSP00000300574	0	0	0	0	0.055	0.930	0.800	0.991	0.999
CBL	PIK3R1	9606.ENSP00000264033	9606.ENSP00000428056	0	0	0	0	0.042	0.994	0.650	0.545	0.999
CD14	FCGR3A	9606.ENSP00000385519	9606.ENSP00000356946	0	0	0	0	0.430	0	0	0.362	0.620
CD14	HCK	9606.ENSP00000385519	9606.ENSP00000365012	0	0	0	0	0.471	0	0	0	0.471
CD14	PTPN11	9606.ENSP00000385519	9606.ENSP00000489597	0	0	0	0	0.070	0	0.400	0.058	0.428
CD14	PTPRC	9606.ENSP00000385519	9606.ENSP00000411355	0	0	0	0	0.206	0	0	0.319	0.437
CD14	IKBKG	9606.ENSP00000385519	9606.ENSP00000483825	0	0	0	0	0.122	0	0.500	0.058	0.550
CD79B	CREBBP	9606.ENSP00000376544	9606.ENSP00000262367	0	0	0	0	0	0	0	0.639	0.639
CD79B	ZAP70	9606.ENSP00000376544	9606.ENSP00000264972	0	0	0	0	0.279	0	0	0.731	0.798
CD79B	FCGR2B	9606.ENSP00000376544	9606.ENSP00000351497	0	0	0	0	0.142	0	0	0.614	0.654
CD79B	FCGR3A	9606.ENSP00000376544	9606.ENSP00000356946	0	0	0	0	0.084	0	0	0.373	0.401
CD79B	NCK1	9606.ENSP00000376544	9606.ENSP00000417273	0	0	0	0	0	0	0.400	0.183	0.488
CD79B	TBL1XR1	9606.ENSP00000376544	9606.ENSP00000405574	0	0	0	0	0	0	0	0.489	0.489
CD79B	VAV1	9606.ENSP00000376544	9606.ENSP00000472929	0	0	0	0	0.198	0	0.400	0.436	0.704
CD79B	PIK3R1	9606.ENSP00000376544	9606.ENSP00000428056	0	0	0	0	0.044	0	0.500	0.459	0.718
CD79B	PTPRC	9606.ENSP00000376544	9606.ENSP00000411355	0	0	0	0	0.231	0.292	0	0.543	0.729
CD79B	LYN	9606.ENSP00000376544	9606.ENSP00000428924	0	0	0	0	0.108	0	0.900	0.975	0.997
CDC42	ITGB4	9606.ENSP00000497733	9606.ENSP00000200181	0	0	0	0	0.074	0.045	0	0.435	0.458
CDC42	MYH9	9606.ENSP00000497733	9606.ENSP00000216181	0	0	0	0	0.056	0.095	0.500	0.375	0.697
CDC42	HGF	9606.ENSP00000497733	9606.ENSP00000222390	0	0	0	0	0	0.064	0	0.446	0.459
CDC42	PFN1	9606.ENSP00000497733	9606.ENSP00000225655	0	0	0	0	0.324	0.098	0.500	0.617	0.868
CDC42	MAPK14	9606.ENSP00000497733	9606.ENSP00000229795	0	0	0	0	0.092	0.125	0.900	0.649	0.968
CDC42	SKP1	9606.ENSP00000497733	9606.ENSP00000231487	0	0	0	0	0.146	0	0	0.438	0.500
CDC42	RARA	9606.ENSP00000497733	9606.ENSP00000254066	0	0	0	0	0.044	0.073	0	0.429	0.449
CDC42	MAPK3	9606.ENSP00000497733	9606.ENSP00000263025	0	0	0	0	0.093	0.125	0	0.724	0.762
CDC42	PLD2	9606.ENSP00000497733	9606.ENSP00000263088	0	0	0	0	0	0.071	0.400	0.369	0.618
CDC42	PIKFYVE	9606.ENSP00000497733	9606.ENSP00000264380	0	0	0	0	0.043	0.050	0	0.626	0.630
CDC42	WNT5A	9606.ENSP00000497733	9606.ENSP00000264634	0	0	0	0	0	0.068	0	0.460	0.475
CDC42	ZAP70	9606.ENSP00000497733	9606.ENSP00000264972	0	0	0	0	0.077	0.110	0	0.407	0.471
CDC42	CDK2	9606.ENSP00000497733	9606.ENSP00000266970	0	0	0	0	0.084	0.085	0	0.394	0.448
CDC42	IQGAP1	9606.ENSP00000497733	9606.ENSP00000268182	0	0	0	0	0.094	0.913	0.900	0.997	0.999
CDC42	NRG1	9606.ENSP00000497733	9606.ENSP00000287842	0	0	0	0	0.060	0.095	0	0.411	0.456
CDC42	MRAS	9606.ENSP00000497733	9606.ENSP00000289104	0	0	0	0.713	0	0.144	0	0.372	0.440
CDC42	SCIN	9606.ENSP00000497733	9606.ENSP00000297029	0	0	0	0	0	0.177	0	0.521	0.589
CDC42	CFL2	9606.ENSP00000497733	9606.ENSP00000298159	0	0	0	0	0.113	0.165	0	0.919	0.935
CDC42	CRK	9606.ENSP00000497733	9606.ENSP00000300574	0	0	0	0	0.072	0	0	0.745	0.754
CDC42	PRKACA	9606.ENSP00000497733	9606.ENSP00000309591	0	0	0	0	0.150	0.217	0	0.518	0.651
CDC42	PAK2	9606.ENSP00000497733	9606.ENSP00000314067	0	0	0	0	0.094	0.873	0.900	0.848	0.998
CDC42	MET	9606.ENSP00000497733	9606.ENSP00000317272	0	0	0	0	0.074	0.274	0	0.445	0.594
CDC42	DIAPH2	9606.ENSP00000497733	9606.ENSP00000321348	0	0	0	0	0.074	0.548	0	0.573	0.806
CDC42	PPP1CA	9606.ENSP00000497733	9606.ENSP00000326031	0	0	0	0	0.199	0.126	0	0.220	0.407
CDC42	WASF3	9606.ENSP00000497733	9606.ENSP00000335055	0	0	0	0	0	0.071	0.400	0.777	0.864
CDC42	LIMK2	9606.ENSP00000497733	9606.ENSP00000339916	0	0	0	0	0.081	0.110	0	0.475	0.533
CDC42	FN1	9606.ENSP00000497733	9606.ENSP00000346839	0	0	0	0	0	0	0	0.743	0.743
CDC42	TJP1	9606.ENSP00000497733	9606.ENSP00000348416	0	0	0	0	0.042	0.165	0	0.813	0.837
CDC42	RAC1	9606.ENSP00000497733	9606.ENSP00000348461	0	0	0.055	0.969	0.108	0.207	0.700	0.462	0.872
CDC42	TGFBR2	9606.ENSP00000497733	9606.ENSP00000351905	0	0	0	0	0.101	0.342	0	0.326	0.567
CDC42	RAP1A	9606.ENSP00000497733	9606.ENSP00000358723	0	0	0	0.730	0.131	0.541	0	0.186	0.647
CDC42	FLNA	9606.ENSP00000497733	9606.ENSP00000358866	0	0	0	0	0.047	0.048	0.500	0.954	0.976
CDC42	VAV3	9606.ENSP00000497733	9606.ENSP00000359073	0	0	0	0	0.088	0.171	0.900	0.725	0.976
CDC42	HCK	9606.ENSP00000497733	9606.ENSP00000365012	0	0	0	0	0.093	0.110	0	0.387	0.462
CDC42	PPP1R12B	9606.ENSP00000497733	9606.ENSP00000375821	0	0	0	0	0.068	0.102	0.500	0.086	0.566
CDC42	ITGB1	9606.ENSP00000497733	9606.ENSP00000379350	0	0	0	0	0.113	0.166	0.400	0.541	0.769
CDC42	MYH11	9606.ENSP00000497733	9606.ENSP00000379616	0	0	0	0	0	0.095	0.500	0.170	0.591
CDC42	CTNND1	9606.ENSP00000497733	9606.ENSP00000382004	0	0	0	0	0.042	0.196	0.900	0.598	0.964
CDC42	ROCK1	9606.ENSP00000497733	9606.ENSP00000382697	0	0	0	0	0.092	0.259	0	0.756	0.822
CDC42	RELA	9606.ENSP00000497733	9606.ENSP00000384273	0	0	0	0	0.074	0.078	0	0.427	0.468
CDC42	CREB1	9606.ENSP00000497733	9606.ENSP00000387699	0	0	0	0	0.110	0.063	0	0.406	0.462
CDC42	PPP1R12A	9606.ENSP00000497733	9606.ENSP00000389168	0	0	0	0	0.075	0.246	0.500	0.445	0.780
CDC42	RHOA	9606.ENSP00000497733	9606.ENSP00000400175	0	0	0.062	0.948	0.361	0.295	0.900	0.103	0.955
CDC42	FGFR2	9606.ENSP00000497733	9606.ENSP00000410294	0	0	0	0	0	0.071	0	0.503	0.518
CDC42	PTPRC	9606.ENSP00000497733	9606.ENSP00000411355	0	0	0	0	0.169	0.087	0	0.311	0.432
CDC42	NCK1	9606.ENSP00000497733	9606.ENSP00000417273	0	0	0	0	0.067	0.047	0.400	0.956	0.973
CDC42	PIK3R1	9606.ENSP00000497733	9606.ENSP00000428056	0	0	0	0	0.074	0.683	0.900	0.768	0.992
CDC42	LYN	9606.ENSP00000497733	9606.ENSP00000428924	0	0	0	0	0.089	0.223	0	0.650	0.731
CDC42	CFL1	9606.ENSP00000497733	9606.ENSP00000432660	0	0	0	0	0.162	0.045	0	0.919	0.930
CDC42	ITGB3	9606.ENSP00000497733	9606.ENSP00000452786	0	0	0	0	0.074	0.045	0	0.378	0.402
CDC42	MYL12B	9606.ENSP00000497733	9606.ENSP00000463559	0	0	0	0	0.135	0.097	0.500	0.418	0.742
CDC42	VAV1	9606.ENSP00000497733	9606.ENSP00000472929	0	0	0	0	0.106	0.698	0.900	0.977	0.999
CDC42	MARCKS	9606.ENSP00000497733	9606.ENSP00000478061	0	0	0	0	0.068	0.206	0	0.348	0.476
CDC42	CYFIP2	9606.ENSP00000497733	9606.ENSP00000479719	0	0	0	0	0.102	0.093	0.400	0.576	0.765
CDC42	PTPN11	9606.ENSP00000497733	9606.ENSP00000489597	0	0.001	0	0	0.129	0.122	0	0.395	0.497
CDC42	MYH14	9606.ENSP00000497733	9606.ENSP00000493594	0	0	0	0	0.044	0.070	0.500	0.087	0.540
CDK2	MAPK14	9606.ENSP00000266970	9606.ENSP00000229795	0	0	0.082	0.852	0.062	0.131	0	0.462	0.543
CDK2	SKP1	9606.ENSP00000266970	9606.ENSP00000231487	0	0	0	0	0.049	0.960	0.900	0.958	0.999
CDK2	CREBBP	9606.ENSP00000266970	9606.ENSP00000262367	0	0	0	0	0.089	0.822	0	0.539	0.918
CDK2	MARCKS	9606.ENSP00000266970	9606.ENSP00000478061	0	0	0	0	0.056	0.328	0	0.138	0.405
CDK2	CREB1	9606.ENSP00000266970	9606.ENSP00000387699	0	0	0	0	0.063	0	0	0.399	0.412
CDK2	LYN	9606.ENSP00000266970	9606.ENSP00000428924	0	0	0	0.666	0.060	0.334	0	0.139	0.414
CDK2	IKBKG	9606.ENSP00000266970	9606.ENSP00000483825	0	0	0	0	0.093	0.292	0	0.180	0.427
CDK2	RELA	9606.ENSP00000266970	9606.ENSP00000384273	0	0	0	0	0.087	0.092	0	0.373	0.435
CDK2	ROCK1	9606.ENSP00000266970	9606.ENSP00000382697	0	0	0	0.637	0.089	0.098	0	0.371	0.439
CDK2	IQGAP1	9606.ENSP00000266970	9606.ENSP00000268182	0	0	0	0	0.072	0.343	0	0.169	0.450
CDK2	TBL1X	9606.ENSP00000266970	9606.ENSP00000495556	0	0	0	0	0.200	0.135	0	0.274	0.454
CDK2	PPP1CA	9606.ENSP00000266970	9606.ENSP00000326031	0	0	0	0	0.107	0.219	0	0.349	0.508
CDK2	MITF	9606.ENSP00000266970	9606.ENSP00000391803	0	0	0	0	0.056	0.230	0	0.378	0.509
CDK2	TGFBR2	9606.ENSP00000266970	9606.ENSP00000351905	0	0	0	0	0	0.098	0	0.479	0.510
CDK2	CTBP1	9606.ENSP00000266970	9606.ENSP00000290921	0	0	0	0	0.053	0	0	0.508	0.514
CDK2	RHOA	9606.ENSP00000266970	9606.ENSP00000400175	0	0	0	0	0.093	0.085	0	0.461	0.514
CDK2	RRM1	9606.ENSP00000266970	9606.ENSP00000300738	0	0	0	0	0.337	0.084	0	0.274	0.521
CDK2	HDAC1	9606.ENSP00000266970	9606.ENSP00000362649	0	0	0	0	0.140	0.091	0	0.500	0.575
CDK2	STAT5A	9606.ENSP00000266970	9606.ENSP00000341208	0	0	0	0	0.071	0.093	0	0.562	0.599
CDK2	SORBS1	9606.ENSP00000266970	9606.ENSP00000360293	0	0	0	0	0	0	0	0.607	0.607
CDK2	PPP2CA	9606.ENSP00000266970	9606.ENSP00000418447	0	0	0	0	0.072	0.548	0	0.250	0.658
CDK2	FOXO3	9606.ENSP00000266970	9606.ENSP00000339527	0	0	0	0	0	0.117	0.900	0.994	0.999
CFL1	MYH9	9606.ENSP00000432660	9606.ENSP00000216181	0	0	0	0	0.139	0.213	0	0.438	0.586
CFL1	PFN1	9606.ENSP00000432660	9606.ENSP00000225655	0	0	0	0	0.608	0.258	0.400	0.972	0.994
CFL1	MAPK3	9606.ENSP00000432660	9606.ENSP00000263025	0	0	0	0	0.114	0	0	0.487	0.527
CFL1	PLD2	9606.ENSP00000432660	9606.ENSP00000263088	0	0	0	0	0.060	0.292	0	0.294	0.489
CFL1	IQGAP1	9606.ENSP00000432660	9606.ENSP00000268182	0	0	0	0	0.076	0.231	0	0.495	0.611
CFL1	SCIN	9606.ENSP00000432660	9606.ENSP00000297029	0	0	0	0	0.053	0	0	0.864	0.866
CFL1	CFL2	9606.ENSP00000432660	9606.ENSP00000298159	0	0	0.051	0.978	0.056	0.731	0.900	0.050	0.972
CFL1	PRKACA	9606.ENSP00000432660	9606.ENSP00000309591	0	0	0	0	0.133	0	0	0.419	0.475
CFL1	PAK2	9606.ENSP00000432660	9606.ENSP00000314067	0	0	0	0	0.082	0.068	0	0.380	0.423
CFL1	PPP1CA	9606.ENSP00000432660	9606.ENSP00000326031	0	0	0	0	0.374	0	0	0.206	0.482
CFL1	WASF3	9606.ENSP00000432660	9606.ENSP00000335055	0	0	0	0	0	0	0	0.432	0.432
CFL1	LIMK2	9606.ENSP00000432660	9606.ENSP00000339916	0	0	0	0	0.066	0.555	0.900	0.899	0.995
CFL1	FN1	9606.ENSP00000432660	9606.ENSP00000346839	0	0	0	0	0.042	0.072	0	0.505	0.521
CFL1	TJP1	9606.ENSP00000432660	9606.ENSP00000348416	0	0	0	0	0.044	0	0	0.407	0.409
CFL1	RAC1	9606.ENSP00000432660	9606.ENSP00000348461	0	0	0	0	0.137	0.045	0	0.488	0.542
CFL1	FLNA	9606.ENSP00000432660	9606.ENSP00000358866	0	0	0	0	0.099	0.231	0	0.888	0.916
CFL1	ROCK1	9606.ENSP00000432660	9606.ENSP00000382697	0	0	0	0	0.059	0.314	0.500	0.793	0.924
CFL1	CREB1	9606.ENSP00000432660	9606.ENSP00000387699	0	0	0	0	0.049	0	0	0.624	0.627
CFL1	PPP1R12A	9606.ENSP00000432660	9606.ENSP00000389168	0	0	0	0	0.058	0.071	0	0.526	0.550
CFL1	RHOA	9606.ENSP00000432660	9606.ENSP00000400175	0	0	0	0	0.268	0.068	0.500	0.902	0.962
CFL1	NCK1	9606.ENSP00000432660	9606.ENSP00000417273	0	0	0	0	0.082	0	0	0.825	0.832
CFL1	PPP2CA	9606.ENSP00000432660	9606.ENSP00000418447	0	0	0	0	0.178	0.292	0	0.189	0.487
CFL1	VAV1	9606.ENSP00000432660	9606.ENSP00000472929	0	0	0	0	0.055	0.129	0	0.397	0.461
CFL1	MYL12B	9606.ENSP00000432660	9606.ENSP00000463559	0	0	0	0	0.170	0.051	0	0.472	0.548
CFL2	MYH9	9606.ENSP00000298159	9606.ENSP00000216181	0	0	0	0	0	0.209	0	0.346	0.461
CFL2	PFN1	9606.ENSP00000298159	9606.ENSP00000225655	0	0	0	0	0.196	0.100	0	0.958	0.967
CFL2	MAPK3	9606.ENSP00000298159	9606.ENSP00000263025	0	0	0	0	0.059	0	0	0.486	0.496
CFL2	IQGAP1	9606.ENSP00000298159	9606.ENSP00000268182	0	0	0	0	0.062	0.261	0	0.470	0.601
CFL2	SCIN	9606.ENSP00000298159	9606.ENSP00000297029	0	0	0	0	0.055	0	0	0.843	0.846
CFL2	PAK2	9606.ENSP00000298159	9606.ENSP00000314067	0	0	0	0	0.057	0.068	0	0.379	0.406
CFL2	TJP1	9606.ENSP00000298159	9606.ENSP00000348416	0	0	0	0	0.072	0	0	0.392	0.411
CFL2	CREB1	9606.ENSP00000298159	9606.ENSP00000387699	0	0	0	0	0.047	0	0	0.415	0.419
CFL2	PRKACA	9606.ENSP00000298159	9606.ENSP00000309591	0	0	0	0	0.119	0	0	0.416	0.463
CFL2	WASF3	9606.ENSP00000298159	9606.ENSP00000335055	0	0	0	0	0.067	0	0	0.454	0.469
CFL2	FN1	9606.ENSP00000298159	9606.ENSP00000346839	0	0	0	0	0.063	0	0	0.479	0.490
CFL2	MYL12B	9606.ENSP00000298159	9606.ENSP00000463559	0	0	0	0	0.067	0.051	0	0.470	0.490
CFL2	RAC1	9606.ENSP00000298159	9606.ENSP00000348461	0	0	0	0	0.095	0.045	0	0.475	0.507
CFL2	PPP1R12A	9606.ENSP00000298159	9606.ENSP00000389168	0	0	0	0	0.065	0.071	0	0.529	0.556
CFL2	ROCK1	9606.ENSP00000298159	9606.ENSP00000382697	0	0	0	0	0.063	0.071	0	0.790	0.802
CFL2	NCK1	9606.ENSP00000298159	9606.ENSP00000417273	0	0	0	0	0.054	0	0	0.826	0.828
CFL2	FLNA	9606.ENSP00000298159	9606.ENSP00000358866	0	0	0	0	0.061	0.211	0	0.861	0.888
CFL2	RHOA	9606.ENSP00000298159	9606.ENSP00000400175	0	0	0	0	0.065	0.068	0	0.902	0.907
