GeneId	Chromosome	Start	End	Length	GeneName	GeneBiotype	JC1_count	JC10_count	JC11_count	JC12_count	JC13_count	JC14_count	JC15_count	JC16_count	JC17_count	JC18_count	JC19_count	JC2_count	JC20_count	JC21_count	JC22_count	JC23_count	JC24_count	JC3_count	JC4_count	JC5_count	JC6_count	JC7_count	JC8_count	JC9_count
ENSG00000241572	chr3	64099273	64101122	709	PRICKLE2-AS1	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241101	chr3	64103470	64106056	496	PRICKLE2-AS2	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239926	chr3	64174401	64175147	747	PRDX3P4	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000226017	chr3	64187544	64200965	2496	PRICKLE2-AS3	antisense	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000243993	chr3	64444482	64445476	341	RP11-14D22.2	lincRNA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000244564	chr3	64445231	64454832	565	RP11-14D22.1	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000212340	chr3	64511755	64511857	103	RNU6-739P	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163638	chr3	64515654	64688000	10680	ADAMTS9	protein_coding	70	114	31	121	20	27	240	63	18	123	47	185	45	29	45	71	44	32	21	78	130	141	113	45
ENSG00000241158	chr3	64561338	64590084	6286	ADAMTS9-AS1	antisense	0	0	1	10	0	0	4	0	0	5	0	13	0	0	1	0	1	0	0	4	2	0	0	0
ENSG00000241684	chr3	64684909	65011468	7232	ADAMTS9-AS2	antisense	7	2	2	7	7	2	46	6	0	7	6	36	16	15	3	8	10	0	3	4	14	9	52	5
ENSG00000243149	chr3	65174958	65193499	556	RP11-543A18.1	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264871	chr3	65232900	65232983	84	AC104331.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151276	chr3	65353525	66038834	11649	MAGI1	protein_coding	248	266	596	272	486	664	159	343	526	430	560	415	338	544	446	604	369	664	381	236	252	428	262	552
ENSG00000270059	chr3	65359268	65359717	450	RP11-88H12.2	sense_intronic	3	0	1	0	1	4	2	0	0	0	3	0	1	0	2	2	0	1	0	1	0	0	5	3
ENSG00000244226	chr3	65687301	65688468	1168	ILF2P1	processed_pseudogene	0	2	5	2	3	1	2	3	0	2	3	1	0	0	6	0	0	1	2	2	1	1	2	3
ENSG00000223409	chr3	65843890	65844446	557	RPL17P17	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272610	chr3	65872815	65954558	2567	MAGI1-IT1	sense_intronic	0	0	0	0	1	0	0	4	1	1	0	0	0	0	2	3	3	0	2	0	0	0	1	0
ENSG00000240175	chr3	65893816	65925297	591	MAGI1-AS1	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202071	chr3	66003839	66003940	102	Y_RNA	misc_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203647	chr3	66008770	66009200	431	RP11-320P11.1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144741	chr3	66133610	66388116	5850	SLC25A26	protein_coding	277	289	307	326	258	354	193	239	294	339	381	436	338	275	318	337	460	282	182	195	270	258	335	313
ENSG00000206759	chr3	66293114	66293220	107	RNU6-787P	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241587	chr3	66323855	66324152	298	RN7SL482P	misc_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144749	chr3	66378797	66501263	7032	LRIG1	protein_coding	1327	831	2787	932	1710	1161	477	1477	1727	1418	1459	1418	650	907	1141	1056	849	1445	1035	975	1109	2605	532	2222
ENSG00000277939	chr3	66571603	66571690	88	AC099665.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271174	chr3	66622760	66623102	343	RP11-814M22.2	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214560	chr3	66637149	66637412	264	RPL21P41	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000163376	chr3	66998307	67011210	4736	KBTBD8	protein_coding	18	74	76	42	47	32	12	18	62	18	27	16	21	18	16	26	31	48	26	8	19	15	42	73
ENSG00000241884	chr3	67296300	67306359	2110	RP11-85I21.1	lincRNA	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172340	chr3	67360460	67654614	3090	SUCLG2	protein_coding	680	1193	1525	2096	1051	913	1371	1942	1079	1137	1348	1690	1804	1137	1265	887	1757	845	1057	787	1559	1328	1423	1357
ENSG00000242510	chr3	67513940	67514320	381	NDUFB4P1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000241316	chr3	67654697	67947713	3032	SUCLG2-AS1	lincRNA	33	28	34	35	44	41	17	45	33	36	44	23	45	57	29	33	30	27	36	10	36	24	28	39
ENSG00000266400	chr3	67828172	67828273	102	AC113171.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183662	chr3	68004216	68545625	2933	FAM19A1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000214552	chr3	68145004	68145630	627	COPS8P2	processed_pseudogene	50	89	95	84	78	45	42	128	67	34	95	43	34	66	47	77	46	42	51	29	47	71	45	84
ENSG00000240568	chr3	68192398	68192580	183	RP11-1008M1.1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244640	chr3	68633706	68634356	651	RP11-436J20.1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
ENSG00000212095	chr3	68634916	68635009	94	AC096922.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241506	chr3	68635705	68637024	1320	PSMC1P1	processed_pseudogene	319	773	924	642	556	486	354	546	722	464	475	382	356	456	669	490	439	604	545	345	321	526	406	820
ENSG00000275845	chr3	68688480	68688588	109	AC096922.2	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163377	chr3	68731766	68932610	2292	FAM19A4	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252828	chr3	68882967	68883091	125	RNA5SP135	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163378	chr3	68975214	69013961	5645	EOGT	protein_coding	292	553	495	493	422	487	374	389	463	570	572	401	325	360	474	662	398	360	263	340	377	349	277	434
ENSG00000244513	chr3	69013941	69056622	3746	CTD-2013N24.2	antisense	4	3	14	6	3	3	7	4	7	7	9	4	2	3	7	6	3	2	8	1	11	4	3	5
ENSG00000144747	chr3	69019827	69052303	6999	TMF1	protein_coding	1065	1940	2294	2248	1332	1431	1391	1985	1411	1628	1654	1481	1583	1396	1784	1465	1104	1086	947	1128	1354	1246	1444	1717
ENSG00000265355	chr3	69048958	69049035	78	MIR3136	miRNA	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000144744	chr3	69054730	69080408	4001	UBA3	protein_coding	771	1434	1490	1655	1008	1051	1060	1303	1046	1005	995	1266	1273	1305	1161	1255	1219	868	801	819	977	920	1388	1347
ENSG00000144746	chr3	69084944	69106066	2522	ARL6IP5	protein_coding	1449	2789	2450	4059	1433	1939	2921	2829	1402	2036	1890	2899	3230	2252	2044	2245	3068	1158	1321	1635	2610	1510	3497	2115
ENSG00000163380	chr3	69106872	69123032	4276	LMOD3	protein_coding	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSG00000114541	chr3	69169990	69542583	9993	FRMD4B	protein_coding	43	4	115	33	74	20	3	148	63	22	79	7	14	98	8	53	19	36	59	10	13	87	1	116
ENSG00000239263	chr3	69471452	69472532	1081	RBM43P1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240265	chr3	69535664	69536693	1030	RP11-62G11.1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240842	chr3	69564106	69571122	455	RP11-62G11.2	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241667	chr3	69591341	69593121	749	RP11-444P10.1	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000187098	chr3	69739435	69968337	7193	MITF	protein_coding	81	673	105	766	91	248	801	155	64	454	174	1199	830	173	496	129	810	81	66	550	740	143	1311	83
ENSG00000241665	chr3	69769487	69769773	287	RN7SL418P	misc_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265722	chr3	69920125	69920210	86	AC099326.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240405	chr3	69999577	70015318	2088	LINC01212	lincRNA	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	3
ENSG00000271034	chr3	70125070	70126609	1540	RP11-963H1.1	processed_pseudogene	0	0	0	0	0	2	3	2	2	6	2	2	0	0	1	3	1	1	1	2	1	2	2	2
ENSG00000242728	chr3	70140217	70140488	272	UQCRHP4	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000242120	chr3	70196894	70312726	778	RP11-231I13.2	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222615	chr3	70251643	70251745	103	AC134025.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240156	chr3	70751123	70751350	228	COX6CP6	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243873	chr3	70753854	70754573	576	HMGB1P36	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206939	chr3	70808350	70808452	103	RNU6-281P	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221382	chr3	70878660	70878792	133	AC096971.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114861	chr3	70954693	71583989	13628	FOXP1	protein_coding	1835	822	1730	1006	1496	1679	707	1752	1390	1370	2265	1232	1270	1918	1033	1974	1481	1621	1213	842	1077	2453	1100	1435
ENSG00000277539	chr3	71276087	71289616	449	RP11-298C2.1	sense_intronic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244203	chr3	71289769	71305853	700	FOXP1-AS1	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221264	chr3	71541970	71542089	120	MIR1284	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000274387	chr3	71567863	71571112	604	RP11-154H23.5	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242094	chr3	71570255	71574457	3539	FOXP1-IT1	sense_intronic	0	0	2	0	0	0	0	4	1	0	2	0	0	5	0	1	0	1	0	0	0	0	0	3
ENSG00000277855	chr3	71581721	71628558	820	RP11-154H23.4	antisense	11	0	4	2	1	9	3	2	2	3	9	12	3	7	1	22	6	6	2	3	2	0	3	3
ENSG00000270562	chr3	71584943	71587409	2467	RP11-154H23.3	lincRNA	29	4	34	10	43	34	5	19	23	26	56	18	18	84	13	73	36	25	16	6	26	11	11	31
ENSG00000163412	chr3	71675416	71754773	10779	EIF4E3	protein_coding	254	111	161	170	135	178	243	318	121	184	261	316	262	282	132	287	212	137	108	108	159	161	328	159
ENSG00000170837	chr3	71754050	71756496	2447	GPR27	protein_coding	0	1	0	0	4	0	4	3	2	4	0	0	1	13	4	2	1	1	0	1	0	1	0	3
ENSG00000163421	chr3	71771656	71785206	1612	PROK2	protein_coding	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239250	chr3	71827177	71827471	295	RN7SL271P	misc_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244130	chr3	72006774	72006975	202	UBE2Q2P9	processed_pseudogene	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274043	chr3	72023537	72023604	68	AC105265.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241163	chr3	72035300	72242565	4520	LINC00877	lincRNA	1	1	6	13	0	0	9	1	0	8	2	15	4	2	2	0	2	1	2	4	25	3	24	1
ENSG00000273461	chr3	72061061	72069933	496	RP11-398A8.4	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276471	chr3	72080564	72084641	306	RP11-398A8.5	lincRNA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000239350	chr3	72085089	72085287	199	RP11-398A8.2	processed_pseudogene	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242609	chr3	72086888	72087725	838	RP11-398A8.1	processed_pseudogene	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243083	chr3	72151257	72174332	2933	LINC00870	lincRNA	20	1	4	6	1	2	3	15	3	10	17	6	13	26	0	11	7	3	6	4	4	6	9	0
ENSG00000272774	chr3	72178279	72178810	532	RP11-433A10.3	lincRNA	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000242618	chr3	72202944	72209892	947	RP11-433A10.2	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212070	chr3	72262322	72262428	107	AC112219.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260670	chr3	72321051	72324027	2977	RP11-447M4.1	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163602	chr3	72371825	72446918	7512	RYBP	protein_coding	1055	681	1066	697	803	731	598	1004	865	614	1201	859	547	1035	626	1247	533	885	556	439	486	1146	730	985
ENSG00000244345	chr3	72504806	72550552	866	RP11-654C22.2	lincRNA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199469	chr3	72576691	72576854	164	RNU1-62P	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239568	chr3	72583370	72583535	166	RP11-654C22.1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000222838	chr3	72691705	72691811	107	RNA5SP136	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144736	chr3	72749277	72861914	5841	SHQ1	protein_coding	401	719	988	534	529	447	212	461	744	408	327	319	224	481	587	396	449	439	386	303	326	350	312	854
ENSG00000241537	chr3	72772539	72773471	933	RP11-624D20.1	processed_pseudogene	4	4	4	3	5	0	5	5	2	4	3	4	1	2	3	2	0	2	4	0	1	2	1	12
ENSG00000240135	chr3	72876737	72878102	1366	PSMD12P	unprocessed_pseudogene	6	10	8	12	10	0	2	13	7	7	8	3	4	7	15	6	8	6	6	2	6	7	2	12
ENSG00000271266	chr3	72884234	72884679	446	RP11-728B21.3	processed_pseudogene	0	0	6	4	0	2	0	2	1	1	3	5	0	0	0	2	0	1	0	0	2	2	0	1
ENSG00000172986	chr3	72888073	72998138	3667	GXYLT2	protein_coding	1144	275	803	722	699	668	111	863	555	782	1824	573	646	1113	525	1185	1024	588	430	310	764	836	282	670
ENSG00000276890	chr3	72926955	72927237	283	Metazoa_SRP	misc_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000242960	chr3	72929044	72929593	550	FTH1P23	processed_pseudogene	197	65	140	145	125	161	88	156	116	147	137	211	94	129	129	116	161	145	107	53	162	129	256	151
ENSG00000163605	chr3	72996785	73069199	5964	PPP4R2	protein_coding	572	1067	1336	1214	953	989	673	1111	977	733	1105	767	955	1235	965	1112	931	760	620	547	666	870	874	1105
ENSG00000238959	chr3	73027808	73027873	66	RNU7-19P	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255423	chr3	73061659	73063337	1679	EBLN2	protein_coding	22	23	39	27	26	23	29	31	30	28	56	36	31	19	18	31	18	28	15	19	41	51	42	31
ENSG00000252651	chr3	73092148	73092257	110	RNU6-557P	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223247	chr3	73110992	73111182	191	RNU2-64P	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182921	chr3	73182501	73183291	791	CCDC75P1	processed_pseudogene	2	2	3	2	4	0	1	0	5	0	3	2	0	5	3	3	7	1	1	2	0	2	2	7
ENSG00000252937	chr3	73241789	73241896	108	RNU6-1270P	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121440	chr3	73382433	73624940	6136	PDZRN3	protein_coding	1042	533	822	739	503	721	684	1202	466	618	1169	1670	961	1101	555	916	794	853	653	832	1146	952	1108	532
ENSG00000239119	chr3	73593940	73594002	63	RNU7-119P	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239677	chr3	73621713	73626796	1598	PDZRN3-AS1	antisense	11	16	14	17	5	23	9	10	5	22	17	11	7	15	11	19	10	10	13	15	15	6	22	6
ENSG00000278934	chr3	73624410	73627626	3217	CTD-2006M22.2	TEC	16	31	24	35	17	46	13	43	9	37	45	36	29	62	28	29	49	31	20	27	31	14	57	19
ENSG00000242364	chr3	73648399	73648807	409	RP11-451J24.1	processed_pseudogene	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0
ENSG00000242741	chr3	73808601	73902866	782	RP11-20B7.1	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278554	chr3	73959642	73959927	286	Metazoa_SRP	misc_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239454	chr3	73999805	74005609	1371	RP11-508O18.1	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223738	chr3	74101349	74103553	2205	RP11-781E19.1	processed_pseudogene	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1
ENSG00000213452	chr3	74135959	74136892	934	AKR1B1P2	processed_pseudogene	11	0	5	9	9	6	0	4	3	7	7	1	2	0	2	1	4	8	6	0	3	2	3	3
ENSG00000113805	chr3	74262568	74521140	5109	CNTN3	protein_coding	451	12	247	20	121	184	54	662	162	66	429	227	70	711	42	464	108	156	96	35	40	611	34	111
ENSG00000263689	chr3	74534783	74534871	89	AC128653.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241022	chr3	75084155	75085237	1083	NIPA2P2	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242638	chr3	75182754	75183048	295	RN7SL294P	misc_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266780	chr3	75214476	75214549	74	MIR4444-2	miRNA	0	6	7	1	1	0	1	5	0	0	1	1	2	0	0	0	0	8	2	1	0	0	2	6
ENSG00000213300	chr3	75214631	75215636	1006	HNRNPA3P6	processed_pseudogene	139	310	437	248	256	154	158	226	366	193	237	142	153	220	309	244	141	278	240	170	148	266	124	413
ENSG00000228868	chr3	75328549	75339071	1580	MYLKP1	unprocessed_pseudogene	2	3	1	0	0	0	1	0	0	3	1	4	0	0	0	0	2	0	0	0	0	0	1	0
ENSG00000263782	chr3	75346139	75346215	77	AC117481.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243674	chr3	75347833	75348787	955	OR7E66P	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179799	chr3	75356516	75357503	988	OR7E22P	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000266685	chr3	75369259	75369346	88	AC139453.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230655	chr3	75370448	75371342	895	OR7E55P	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000244699	chr3	75384059	75391810	369	RP11-803B1.2	unprocessed_pseudogene	0	3	0	1	0	0	4	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	2	0
ENSG00000240665	chr3	75395188	75395320	133	LSP1P2	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000242953	chr3	75395404	75395536	133	RP11-803B1.3	processed_pseudogene	0	2	0	1	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0
ENSG00000238278	chr3	75415070	75422143	758	ALG1L6P	unprocessed_pseudogene	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1
ENSG00000244026	chr3	75421552	75435110	3626	FAM86DP	transcribed_unprocessed_pseudogene	1	414	279	259	94	123	168	91	173	126	154	1	134	162	309	109	77	90	156	98	241	109	190	268
ENSG00000272690	chr3	75435348	75457486	1862	RP11-803B1.8	lincRNA	2	11	5	3	0	3	8	4	5	0	1	0	4	0	0	3	0	0	0	0	0	2	2	5
ENSG00000239959	chr3	75446769	75491202	943	ENPP7P2	unprocessed_pseudogene	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000243794	chr3	75521803	75522012	210	SNRPCP10	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272710	chr3	75540049	75579999	201	CTD-2026G6.3	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244674	chr3	75542149	75542929	781	RPS3AP15	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000221602	chr3	75549797	75549945	149	AC133041.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239383	chr3	75590298	75590649	352	RP11-413E6.2	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244222	chr3	75598652	75599673	1022	OR7E121P	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000172971	chr3	75619506	75623849	687	UNC93B3	unprocessed_pseudogene	0	5	2	1	1	0	3	3	2	1	1	4	3	2	0	1	4	2	4	3	5	2	17	10
ENSG00000243422	chr3	75624686	75625153	468	RP11-413E6.1	processed_pseudogene	15	52	17	23	4	14	12	8	9	6	21	38	51	9	17	46	53	13	20	7	32	5	97	43
ENSG00000221795	chr3	75630763	75630858	96	MIR1324	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241532	chr3	75653561	75654773	1213	AGGF1P3	processed_pseudogene	0	0	0	0	1	0	2	0	0	0	0	4	0	3	2	1	0	0	0	0	3	0	1	1
ENSG00000241622	chr3	75658534	75659014	481	RARRES2P1	processed_pseudogene	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000172969	chr3	75664330	75667220	2078	FRG2C	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236138	chr3	75668931	75670185	1255	DUX4L26	processed_pseudogene	1	0	0	1	0	1	0	0	0	0	0	0	4	2	0	1	0	0	0	0	0	0	1	0
ENSG00000242516	chr3	75672391	75679303	3181	LINC00960	lincRNA	91	218	26	43	11	14	70	16	21	9	37	145	42	133	86	223	110	29	89	17	68	12	169	165
ENSG00000227124	chr3	75709643	75785583	6871	ZNF717	protein_coding	103	97	85	125	88	105	101	128	78	117	136	148	111	135	123	152	121	89	90	60	107	104	176	132
ENSG00000265592	chr3	75713012	75713314	303	RN7SL92P	misc_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000266396	chr3	75738280	75738363	84	MIR4273	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000185008	chr3	75906695	77649964	16663	ROBO2	protein_coding	2	57	1	72	0	0	70	1	2	41	4	31	75	0	39	7	67	0	5	12	9	0	68	3
ENSG00000222883	chr3	75964980	75965069	90	Y_RNA	misc_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252504	chr3	76234402	76234489	88	AC067717.1	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
